trade_id,window_id,asset,side,group_config,group_assets,entry_time,entry_price,group_prices_entry,exit_time,exit_price,exit_reason,pnl_pct,pnl_usd,stake_size,outcome
11,20251001_1530,XRP,UP,G1,"['BTC', 'ETH', 'SOL']",2025-10-01T15:40:00,0.1942,"{'BTC': 0.8335, 'ETH': 0.8564, 'SOL': 0.8136}",2025-10-01T15:45:00,0.1595,WINDOW_EXPIRY,-0.03470000000000001,-0.03470000000000001,1.0,LOSS
12,20251001_1545,XRP,UP,G1,"['BTC', 'ETH', 'SOL']",2025-10-01T15:55:00,0.104,"{'BTC': 0.8648, 'ETH': 0.9111, 'SOL': 0.8344}",2025-10-01T16:00:00,0.17,WINDOW_EXPIRY,0.06600000000000002,0.06600000000000002,1.0,WIN
13,20251001_1600,XRP,UP,G1,"['BTC', 'ETH', 'SOL']",2025-10-01T16:10:00,0.2335,"{'BTC': 0.9787, 'ETH': 0.9435, 'SOL': 0.85}",2025-10-01T16:15:00,0.2212,WINDOW_EXPIRY,-0.012300000000000005,-0.012300000000000005,1.0,LOSS
14,20251001_1615,XRP,UP,G1,"['BTC', 'ETH', 'SOL']",2025-10-01T16:25:00,0.1708,"{'BTC': 0.99, 'ETH': 0.977, 'SOL': 0.8786}",2025-10-01T16:30:00,0.1128,WINDOW_EXPIRY,-0.05800000000000001,-0.05800000000000001,1.0,LOSS
15,20251001_1630,XRP,UP,G1,"['BTC', 'ETH', 'SOL']",2025-10-01T16:40:00,0.0699,"{'BTC': 0.9819, 'ETH': 0.8407, 'SOL': 0.7682}",2025-10-01T16:45:00,0.0919,WINDOW_EXPIRY,0.021999999999999992,0.021999999999999992,1.0,WIN
16,20251001_1645,XRP,UP,G1,"['BTC', 'ETH', 'SOL']",2025-10-01T16:55:00,0.1696,"{'BTC': 0.9603, 'ETH': 0.8281, 'SOL': 0.8186}",2025-10-01T17:00:00,0.2378,WINDOW_EXPIRY,0.06820000000000001,0.06820000000000001,1.0,WIN
17,20251001_1730,XRP,UP,G1,"['BTC', 'ETH', 'SOL']",2025-10-01T17:40:00,0.2193,"{'BTC': 0.7559, 'ETH': 0.8875, 'SOL': 0.8283}",2025-10-01T17:45:00,0.1789,WINDOW_EXPIRY,-0.04039999999999999,-0.04039999999999999,1.0,LOSS
18,20251001_1745,XRP,UP,G1,"['BTC', 'ETH', 'SOL']",2025-10-01T17:55:00,0.1132,"{'BTC': 0.7567, 'ETH': 0.8241, 'SOL': 0.8016}",2025-10-01T18:00:00,0.1501,WINDOW_EXPIRY,0.036900000000000016,0.036900000000000016,1.0,WIN
19,20251001_1800,XRP,UP,G1,"['BTC', 'ETH', 'SOL']",2025-10-01T18:11:00,0.0797,"{'BTC': 0.8272, 'ETH': 0.7677, 'SOL': 0.7831}",2025-10-01T18:15:00,0.0802,WINDOW_EXPIRY,0.0005000000000000004,0.0005000000000000004,1.0,WIN
20,20251001_1815,XRP,UP,G1,"['BTC', 'ETH', 'SOL']",2025-10-01T18:27:00,0.0811,"{'BTC': 0.7649, 'ETH': 0.7567, 'SOL': 0.7886}",2025-10-01T18:30:00,0.3708,WINDOW_EXPIRY,0.2897,0.2897,1.0,WIN
21,20251001_2300,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-01T23:10:00,0.6858,"{'BTC': 0.2395, 'ETH': 0.081, 'XRP': 0.0599}",2025-10-01T23:15:00,0.7316,WINDOW_EXPIRY,-0.04580000000000006,-0.04580000000000006,1.0,LOSS
22,20251002_0100,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-02T01:10:00,0.6584,"{'BTC': 0.2045, 'ETH': 0.0516, 'XRP': 0.0835}",2025-10-02T01:15:00,0.6785,WINDOW_EXPIRY,-0.020100000000000007,-0.020100000000000007,1.0,LOSS
23,20251002_0115,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-02T01:25:00,0.7023,"{'BTC': 0.2398, 'ETH': 0.01, 'XRP': 0.065}",2025-10-02T01:30:00,0.892,WINDOW_EXPIRY,-0.18969999999999998,-0.18969999999999998,1.0,LOSS
24,20251002_0130,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-02T01:40:00,0.9852,"{'BTC': 0.0372, 'ETH': 0.0488, 'XRP': 0.1639}",2025-10-02T01:45:00,0.99,WINDOW_EXPIRY,-0.0048000000000000265,-0.0048000000000000265,1.0,LOSS
25,20251002_0145,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-02T01:55:00,0.99,"{'BTC': 0.0596, 'ETH': 0.043, 'XRP': 0.1448}",2025-10-02T02:00:00,0.9551,WINDOW_EXPIRY,0.03490000000000004,0.03490000000000004,1.0,WIN
26,20251002_0530,XRP,UP,G1,"['BTC', 'ETH', 'SOL']",2025-10-02T05:40:00,0.1524,"{'BTC': 0.8965, 'ETH': 0.8572, 'SOL': 0.9508}",2025-10-02T05:45:00,0.1494,WINDOW_EXPIRY,-0.0030000000000000027,-0.0030000000000000027,1.0,LOSS
27,20251002_0545,XRP,UP,G1,"['BTC', 'ETH', 'SOL']",2025-10-02T05:55:00,0.1319,"{'BTC': 0.7807, 'ETH': 0.918, 'SOL': 0.9446}",2025-10-02T06:00:00,0.149,WINDOW_EXPIRY,0.017100000000000004,0.017100000000000004,1.0,WIN
28,20251002_0930,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-02T09:42:00,0.8311,"{'BTC': 0.1076, 'ETH': 0.2357, 'XRP': 0.2464}",2025-10-02T09:45:00,0.8286,WINDOW_EXPIRY,0.0024999999999999467,0.0024999999999999467,1.0,WIN
29,20251002_1900,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-02T19:10:00,0.6256,"{'BTC': 0.0129, 'ETH': 0.2147, 'XRP': 0.201}",2025-10-02T19:15:00,0.643,WINDOW_EXPIRY,-0.01739999999999997,-0.01739999999999997,1.0,LOSS
30,20251002_1915,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-02T19:25:00,0.6408,"{'BTC': 0.0827, 'ETH': 0.1273, 'XRP': 0.2127}",2025-10-02T19:30:00,0.6534,WINDOW_EXPIRY,-0.012599999999999945,-0.012599999999999945,1.0,LOSS
31,20251002_1930,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-02T19:40:00,0.5302,"{'BTC': 0.0272, 'ETH': 0.015, 'XRP': 0.1412}",2025-10-02T19:45:00,0.5398,WINDOW_EXPIRY,-0.009599999999999942,-0.009599999999999942,1.0,LOSS
32,20251002_1945,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-02T19:55:00,0.5088,"{'BTC': 0.083, 'ETH': 0.0169, 'XRP': 0.1741}",2025-10-02T20:00:00,0.4605,WINDOW_EXPIRY,0.04830000000000001,0.04830000000000001,1.0,WIN
33,20251003_0000,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-03T00:10:00,0.7802,"{'BTC': 0.1429, 'ETH': 0.2075, 'XRP': 0.1158}",2025-10-03T00:15:00,0.7982,WINDOW_EXPIRY,-0.018000000000000016,-0.018000000000000016,1.0,LOSS
34,20251003_0015,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-03T00:25:00,0.6968,"{'BTC': 0.2369, 'ETH': 0.1575, 'XRP': 0.0784}",2025-10-03T00:30:00,0.7453,WINDOW_EXPIRY,-0.04849999999999999,-0.04849999999999999,1.0,LOSS
35,20251003_0030,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-03T00:40:00,0.7508,"{'BTC': 0.1369, 'ETH': 0.1445, 'XRP': 0.0808}",2025-10-03T00:45:00,0.7954,WINDOW_EXPIRY,-0.04459999999999997,-0.04459999999999997,1.0,LOSS
36,20251003_0045,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-03T00:55:00,0.9071,"{'BTC': 0.1649, 'ETH': 0.0797, 'XRP': 0.0392}",2025-10-03T01:00:00,0.9089,WINDOW_EXPIRY,-0.0018000000000000238,-0.0018000000000000238,1.0,LOSS
37,20251003_0100,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-03T01:10:00,0.8545,"{'BTC': 0.1835, 'ETH': 0.0647, 'XRP': 0.01}",2025-10-03T01:15:00,0.8484,WINDOW_EXPIRY,0.006099999999999994,0.006099999999999994,1.0,WIN
38,20251003_0115,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-03T01:25:00,0.8552,"{'BTC': 0.1044, 'ETH': 0.0358, 'XRP': 0.0112}",2025-10-03T01:30:00,0.8531,WINDOW_EXPIRY,0.0020999999999999908,0.0020999999999999908,1.0,WIN
39,20251003_0130,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-03T01:40:00,0.808,"{'BTC': 0.1658, 'ETH': 0.0655, 'XRP': 0.0729}",2025-10-03T01:45:00,0.8437,WINDOW_EXPIRY,-0.035699999999999954,-0.035699999999999954,1.0,LOSS
40,20251003_0145,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-03T01:55:00,0.8932,"{'BTC': 0.0983, 'ETH': 0.0536, 'XRP': 0.0139}",2025-10-03T02:00:00,0.9254,WINDOW_EXPIRY,-0.032200000000000006,-0.032200000000000006,1.0,LOSS
41,20251003_0230,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-03T02:40:00,0.9821,"{'BTC': 0.1815, 'ETH': 0.1035, 'XRP': 0.1454}",2025-10-03T02:45:00,0.9791,WINDOW_EXPIRY,0.0030000000000000027,0.0030000000000000027,1.0,WIN
42,20251003_0245,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-03T02:55:00,0.9886,"{'BTC': 0.1655, 'ETH': 0.1752, 'XRP': 0.2354}",2025-10-03T03:00:00,0.9693,WINDOW_EXPIRY,0.019299999999999984,0.019299999999999984,1.0,WIN
43,20251003_0300,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-03T03:10:00,0.9546,"{'BTC': 0.1328, 'ETH': 0.1473, 'XRP': 0.182}",2025-10-03T03:15:00,0.9423,WINDOW_EXPIRY,0.012299999999999978,0.012299999999999978,1.0,WIN
44,20251003_0315,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-03T03:25:00,0.8557,"{'BTC': 0.198, 'ETH': 0.0259, 'XRP': 0.01}",2025-10-03T03:30:00,0.8287,WINDOW_EXPIRY,0.027000000000000024,0.027000000000000024,1.0,WIN
45,20251003_0600,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-03T06:10:00,0.8504,"{'BTC': 0.0739, 'ETH': 0.01, 'XRP': 0.2067}",2025-10-03T06:15:00,0.8253,WINDOW_EXPIRY,0.02510000000000001,0.02510000000000001,1.0,WIN
46,20251003_0615,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-03T06:25:00,0.8159,"{'BTC': 0.0364, 'ETH': 0.0308, 'XRP': 0.1378}",2025-10-03T06:30:00,0.8163,WINDOW_EXPIRY,-0.00040000000000006697,-0.00040000000000006697,1.0,LOSS
47,20251003_0630,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-03T06:40:00,0.8342,"{'BTC': 0.034, 'ETH': 0.0285, 'XRP': 0.0987}",2025-10-03T06:45:00,0.8497,WINDOW_EXPIRY,-0.015499999999999958,-0.015499999999999958,1.0,LOSS
48,20251003_0645,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-03T06:55:00,0.7949,"{'BTC': 0.01, 'ETH': 0.0116, 'XRP': 0.0735}",2025-10-03T07:00:00,0.818,WINDOW_EXPIRY,-0.0230999999999999,-0.0230999999999999,1.0,LOSS
49,20251003_0700,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-03T07:10:00,0.7627,"{'BTC': 0.0916, 'ETH': 0.0451, 'XRP': 0.0782}",2025-10-03T07:15:00,0.8118,WINDOW_EXPIRY,-0.04909999999999992,-0.04909999999999992,1.0,LOSS
50,20251003_0715,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-03T07:25:00,0.7649,"{'BTC': 0.0837, 'ETH': 0.1228, 'XRP': 0.0556}",2025-10-03T07:30:00,0.7623,WINDOW_EXPIRY,0.0026000000000000467,0.0026000000000000467,1.0,WIN
51,20251003_0730,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-03T07:40:00,0.7811,"{'BTC': 0.1764, 'ETH': 0.2086, 'XRP': 0.1033}",2025-10-03T07:45:00,0.7715,WINDOW_EXPIRY,0.009600000000000053,0.009600000000000053,1.0,WIN
52,20251003_0745,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-03T07:56:00,0.7282,"{'BTC': 0.2038, 'ETH': 0.2324, 'XRP': 0.0281}",2025-10-03T08:00:00,0.7849,WINDOW_EXPIRY,-0.056700000000000084,-0.056700000000000084,1.0,LOSS
53,20251003_0930,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-03T09:40:00,0.9675,"{'BTC': 0.047, 'ETH': 0.1326, 'XRP': 0.1356}",2025-10-03T09:45:00,0.9549,WINDOW_EXPIRY,0.012600000000000056,0.012600000000000056,1.0,WIN
54,20251003_0945,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-03T09:55:00,0.9019,"{'BTC': 0.1324, 'ETH': 0.1654, 'XRP': 0.1386}",2025-10-03T10:00:00,0.8994,WINDOW_EXPIRY,0.0025000000000000577,0.0025000000000000577,1.0,WIN
55,20251003_1600,XRP,UP,G1,"['BTC', 'ETH', 'SOL']",2025-10-03T16:10:00,0.4794,"{'BTC': 0.7756, 'ETH': 0.834, 'SOL': 0.7864}",2025-10-03T16:15:00,0.4558,WINDOW_EXPIRY,-0.02360000000000001,-0.02360000000000001,1.0,LOSS
56,20251003_1830,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-03T18:40:00,0.7373,"{'BTC': 0.0419, 'ETH': 0.0272, 'XRP': 0.1287}",2025-10-03T18:45:00,0.7554,WINDOW_EXPIRY,-0.018100000000000005,-0.018100000000000005,1.0,LOSS
57,20251003_1845,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-03T18:55:00,0.7255,"{'BTC': 0.0132, 'ETH': 0.0718, 'XRP': 0.1946}",2025-10-03T19:00:00,0.8802,WINDOW_EXPIRY,-0.15469999999999995,-0.15469999999999995,1.0,LOSS
58,20251003_1900,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-03T19:10:00,0.9218,"{'BTC': 0.1407, 'ETH': 0.0264, 'XRP': 0.1616}",2025-10-03T19:15:00,0.9379,WINDOW_EXPIRY,-0.016100000000000003,-0.016100000000000003,1.0,LOSS
59,20251003_1915,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-03T19:25:00,0.9589,"{'BTC': 0.0876, 'ETH': 0.0748, 'XRP': 0.1437}",2025-10-03T19:30:00,0.9697,WINDOW_EXPIRY,-0.010800000000000032,-0.010800000000000032,1.0,LOSS
60,20251003_1930,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-03T19:40:00,0.9736,"{'BTC': 0.0323, 'ETH': 0.0635, 'XRP': 0.0309}",2025-10-03T19:45:00,0.9373,WINDOW_EXPIRY,0.0363,0.0363,1.0,WIN
61,20251003_1945,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-03T19:55:00,0.9018,"{'BTC': 0.0723, 'ETH': 0.061, 'XRP': 0.0134}",2025-10-03T20:00:00,0.7097,WINDOW_EXPIRY,0.19210000000000005,0.19210000000000005,1.0,WIN
62,20251003_2000,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-03T20:10:00,0.7242,"{'BTC': 0.1356, 'ETH': 0.01, 'XRP': 0.1151}",2025-10-03T20:15:00,0.7537,WINDOW_EXPIRY,-0.02950000000000008,-0.02950000000000008,1.0,LOSS
63,20251003_2015,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-03T20:25:00,0.691,"{'BTC': 0.014, 'ETH': 0.0795, 'XRP': 0.0692}",2025-10-03T20:30:00,0.7159,WINDOW_EXPIRY,-0.024900000000000033,-0.024900000000000033,1.0,LOSS
64,20251003_2300,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-03T23:10:00,0.8387,"{'BTC': 0.01, 'ETH': 0.1529, 'XRP': 0.2042}",2025-10-03T23:15:00,0.8346,WINDOW_EXPIRY,0.0040999999999999925,0.0040999999999999925,1.0,WIN
65,20251003_2315,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-03T23:25:00,0.8576,"{'BTC': 0.0116, 'ETH': 0.1534, 'XRP': 0.2468}",2025-10-03T23:30:00,0.8708,WINDOW_EXPIRY,-0.01319999999999999,-0.01319999999999999,1.0,LOSS
66,20251003_2345,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-03T23:56:00,0.8089,"{'BTC': 0.0403, 'ETH': 0.123, 'XRP': 0.2448}",2025-10-04T00:00:00,0.7946,WINDOW_EXPIRY,0.01429999999999998,0.01429999999999998,1.0,WIN
67,20251004_0000,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-04T00:10:00,0.8656,"{'BTC': 0.1, 'ETH': 0.1213, 'XRP': 0.1602}",2025-10-04T00:15:00,0.855,WINDOW_EXPIRY,0.010600000000000054,0.010600000000000054,1.0,WIN
68,20251004_0015,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-04T00:25:00,0.8386,"{'BTC': 0.1753, 'ETH': 0.1269, 'XRP': 0.1154}",2025-10-04T00:30:00,0.5609,WINDOW_EXPIRY,0.27770000000000006,0.27770000000000006,1.0,WIN
69,20251004_0100,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-04T01:10:00,0.5979,"{'BTC': 0.1946, 'ETH': 0.1652, 'XRP': 0.2206}",2025-10-04T01:15:00,0.6066,WINDOW_EXPIRY,-0.008700000000000041,-0.008700000000000041,1.0,LOSS
70,20251004_0115,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-04T01:27:00,0.5704,"{'BTC': 0.07, 'ETH': 0.2205, 'XRP': 0.246}",2025-10-04T01:30:00,0.5499,WINDOW_EXPIRY,0.020499999999999963,0.020499999999999963,1.0,WIN
71,20251004_0730,XRP,UP,G1,"['BTC', 'ETH', 'SOL']",2025-10-04T07:40:00,0.2922,"{'BTC': 0.9759, 'ETH': 0.7756, 'SOL': 0.8115}",2025-10-04T07:45:00,0.3479,WINDOW_EXPIRY,0.05569999999999997,0.05569999999999997,1.0,WIN
72,20251004_0745,XRP,UP,G1,"['BTC', 'ETH', 'SOL']",2025-10-04T07:56:00,0.299,"{'BTC': 0.9391, 'ETH': 0.7653, 'SOL': 0.8438}",2025-10-04T08:00:00,0.2237,WINDOW_EXPIRY,-0.07529999999999998,-0.07529999999999998,1.0,LOSS
73,20251004_1130,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-04T11:40:00,0.8035,"{'BTC': 0.1886, 'ETH': 0.2368, 'XRP': 0.1339}",2025-10-04T11:45:00,0.7831,WINDOW_EXPIRY,0.020399999999999974,0.020399999999999974,1.0,WIN
74,20251004_1145,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-04T11:55:00,0.8324,"{'BTC': 0.1888, 'ETH': 0.2287, 'XRP': 0.1255}",2025-10-04T12:00:00,0.8328,WINDOW_EXPIRY,-0.00039999999999995595,-0.00039999999999995595,1.0,LOSS
75,20251004_1830,XRP,UP,G1,"['BTC', 'ETH', 'SOL']",2025-10-04T18:40:00,0.1097,"{'BTC': 0.8835, 'ETH': 0.9891, 'SOL': 0.868}",2025-10-04T18:45:00,0.1562,WINDOW_EXPIRY,0.0465,0.0465,1.0,WIN
76,20251004_1845,XRP,UP,G1,"['BTC', 'ETH', 'SOL']",2025-10-04T18:55:00,0.0128,"{'BTC': 0.9296, 'ETH': 0.967, 'SOL': 0.9634}",2025-10-04T19:00:00,0.01,WINDOW_EXPIRY,-0.0028000000000000004,-0.0028000000000000004,1.0,LOSS
77,20251004_1900,XRP,UP,G1,"['BTC', 'ETH', 'SOL']",2025-10-04T19:10:00,0.0442,"{'BTC': 0.9764, 'ETH': 0.8952, 'SOL': 0.9136}",2025-10-04T19:15:00,0.0315,WINDOW_EXPIRY,-0.012700000000000003,-0.012700000000000003,1.0,LOSS
78,20251004_1915,XRP,UP,G1,"['BTC', 'ETH', 'SOL']",2025-10-04T19:25:00,0.0533,"{'BTC': 0.9645, 'ETH': 0.9868, 'SOL': 0.8183}",2025-10-04T19:30:00,0.1126,WINDOW_EXPIRY,0.059300000000000005,0.059300000000000005,1.0,WIN
79,20251004_1930,XRP,UP,G1,"['BTC', 'ETH', 'SOL']",2025-10-04T19:40:00,0.1215,"{'BTC': 0.8193, 'ETH': 0.9657, 'SOL': 0.882}",2025-10-04T19:45:00,0.1869,WINDOW_EXPIRY,0.06540000000000001,0.06540000000000001,1.0,WIN
80,20251004_1945,XRP,UP,G1,"['BTC', 'ETH', 'SOL']",2025-10-04T19:55:00,0.1735,"{'BTC': 0.8498, 'ETH': 0.9603, 'SOL': 0.9347}",2025-10-04T20:00:00,0.1959,WINDOW_EXPIRY,0.022400000000000003,0.022400000000000003,1.0,WIN
81,20251004_2000,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-04T20:10:00,0.7828,"{'BTC': 0.073, 'ETH': 0.0646, 'XRP': 0.242}",2025-10-04T20:15:00,0.7587,WINDOW_EXPIRY,0.02410000000000001,0.02410000000000001,1.0,WIN
82,20251004_2015,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-04T20:25:00,0.7338,"{'BTC': 0.0106, 'ETH': 0.0892, 'XRP': 0.2435}",2025-10-04T20:30:00,0.7329,WINDOW_EXPIRY,0.0009000000000000119,0.0009000000000000119,1.0,WIN
83,20251005_0930,XRP,UP,G1,"['BTC', 'ETH', 'SOL']",2025-10-05T09:40:00,0.2594,"{'BTC': 0.8472, 'ETH': 0.891, 'SOL': 0.8271}",2025-10-05T09:45:00,0.2135,WINDOW_EXPIRY,-0.045900000000000024,-0.045900000000000024,1.0,LOSS
84,20251005_0945,XRP,UP,G1,"['BTC', 'ETH', 'SOL']",2025-10-05T09:55:00,0.268,"{'BTC': 0.9603, 'ETH': 0.9651, 'SOL': 0.7986}",2025-10-05T10:00:00,0.1442,WINDOW_EXPIRY,-0.12380000000000002,-0.12380000000000002,1.0,LOSS
85,20251005_1000,XRP,UP,G1,"['BTC', 'ETH', 'SOL']",2025-10-05T10:10:00,0.0781,"{'BTC': 0.9351, 'ETH': 0.9489, 'SOL': 0.8077}",2025-10-05T10:15:00,0.1086,WINDOW_EXPIRY,0.0305,0.0305,1.0,WIN
86,20251005_1015,XRP,UP,G1,"['BTC', 'ETH', 'SOL']",2025-10-05T10:25:00,0.1033,"{'BTC': 0.968, 'ETH': 0.9714, 'SOL': 0.816}",2025-10-05T10:30:00,0.1354,WINDOW_EXPIRY,0.03209999999999999,0.03209999999999999,1.0,WIN
87,20251005_1030,XRP,UP,G1,"['BTC', 'ETH', 'SOL']",2025-10-05T10:42:00,0.2025,"{'BTC': 0.9803, 'ETH': 0.7564, 'SOL': 0.9194}",2025-10-05T10:45:00,0.2292,WINDOW_EXPIRY,0.026699999999999974,0.026699999999999974,1.0,WIN
88,20251005_1400,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-05T14:10:00,0.8372,"{'BTC': 0.2295, 'ETH': 0.1751, 'XRP': 0.0659}",2025-10-05T14:15:00,0.854,WINDOW_EXPIRY,-0.016799999999999926,-0.016799999999999926,1.0,LOSS
89,20251005_1415,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-05T14:25:00,0.8729,"{'BTC': 0.1536, 'ETH': 0.165, 'XRP': 0.01}",2025-10-05T14:30:00,0.851,WINDOW_EXPIRY,0.02190000000000003,0.02190000000000003,1.0,WIN
90,20251005_1430,SOL,DOWN,G2,"['BTC', 'ETH', 'XRP']",2025-10-05T14:41:00,0.8584,"{'BTC': 0.1691, 'ETH': 0.2189, 'XRP': 0.0419}",2025-10-05T14:45:00,0.8991,WINDOW_EXPIRY,-0.04069999999999996,-0.04069999999999996,1.0,LOSS
